Luján;118593;;;;;http://www.lujan.gob.ar/;http://www.lujan.gob.ar/?cat=29;http://www.lujan.gob.ar/?feed=rss2;;;;https://www.youtube.com/user/prensalujan;https://www.facebook.com/municipalidaddelujanoficial/;Oscar Ernesto Luciani;;;Cambiemos;;;;;
Magdalena;20493;;;;;https://www.magdalena.gob.ar/;https://www.magdalena.gob.ar/?q=novedades;;;;;;https://www.facebook.com/MunicipalidaddeMagdalena/;Gonzalo Peluso;;;Cambiemos;;;;;
Maipú;10372;;;;;http://maipu.gob.ar/ , https://www.maipu-gba.gob.ar/;http://prensa.maipu.gob.ar/;;@municipiomaipu;;;https://www.youtube.com/user/MunicipioDeMaipuBsAs;https://www.facebook.com/MunicipioDeMaipu/;Alejandro Bermejo;;;;;;;;
Malvinas Argentinas;356643;;;;;http://www.malvinasargentinas.gob.ar/web/;http://www.malvinasargentinas.gob.ar/web/blog/;http://www.malvinasargentinas.gob.ar/web/rss.php;@munimalvinas;https://www.instagram.com/munimalvinas/;https://rss.app/feeds/UmeimBlA9FpJ0I08.xml;https://www.youtube.com/channel/UCQ_5MWqxy0koGH7-kntvzZw;;Leonardo Nardini;;;FpV;;;;;
Mar Chiquita;24971;;;;;https://www.marchiquita.gob.ar/;https://prensamarchiquita.com/;https://prensamarchiquita.com/feed/;@prensamchiquita;https://www.instagram.com/prensamarchiquita/;https://rss.app/feeds/Of4VmWqntQTV1eZD.xml;https://www.youtube.com/user/prensamarchiquita;;Carlos Ronda;;;Cambiemos;;;;;
Marcos Paz;65329;;;;;http://www.marcospaz.gov.ar/;http://www.marcospaz.gov.ar/noticias.html;;@Muni_Marcos_Paz;https://www.instagram.com/municipiomarcospaz/;https://rss.app/feeds/WjM99anDQSNxEQq9.xml;https://www.youtube.com/channel/UC_0WeRHM3SfePH1Yrv1bCvw;;Ricardo Curutchet;;;FpV;;;;;
Mercedes;67415;;;;;http://nw.mercedes.gob.ar/;http://nw.mercedes.gob.ar/noticias;;@munimercedes;https://www.instagram.com/munimercedes/;https://rss.app/feeds/bIkjo3tIHrbISvlX.xml;https://www.youtube.com/channel/UCUZfAvQDlze4sejKUNG-_Zg/videos;;Juan Ignacio Ustarroz;;;FpV;;;;;
Merlo;599119;;;;;http://www.merlo.gob.ar/;http://www.merlo.gob.ar/noticias/;http://www.merlo.gob.ar/feed/;@MerloGob;https://www.instagram.com/merlogob/;;https://www.youtube.com/channel/UCasvTSwC1UmV21zA7UaMXPg;;Gustavo Menéndez;;;FpV;;;;;
Monte;23699;;;;;http://monte.gov.ar/;;;@Municipiomonte;https://www.instagram.com/municipalidadmonte/;;;https://www.facebook.com/municipalidadmonte;Sandra Mayol;;;UNA;;;;;
Monte Hermoso;7310;;;;;http://montehermoso.gov.ar/mmh/;http://montehermoso.gov.ar/mmh/blog/;http://montehermoso.gov.ar/mmh/feed/;@Monte_Hermoso;https://www.instagram.com/montehermosooficial/?hl=es-la;;https://www.youtube.com/channel/UC-BOj1RdKseSWok8r4YDc-w;;Marcos Fernández;;;FpV;;;;;
